Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Modus_Operandi_num_code,Time_Difference_Log
800 E  28TH                         ST,34.019,-118.2606,13,1333,2,20,M,B,750,0.0,IC,Fraud and White-Collar Crimes,12.666666666666666,2022,2,2,5,2,1,9.493487175626202
16100    TUPPER                       ST,34.2393,-118.4828,17,1779,1,61,M,W,501,0.0,IC,Property Crimes,20.083333333333332,2020,10,4,15,3,3,3.2188758248682006
1400 E  45TH                         ST,34.003,-118.2486,13,1365,2,0,M,W,704,0.0,IC,Property Crimes,20.35,2020,7,3,2,3,1,0.0
7300    LURLINE                      AV,34.2031,-118.5841,21,2137,2,65,F,O,501,400.0,AO,Violent Crimes,10.5,2020,9,1,7,0,2,3.2188758248682006
3900 S  FIGUEROA                     ST,34.0137,-118.2828,3,359,2,19,X,X,202,500.0,IC,Property Crimes,2.0,2020,7,0,27,0,1,0.0
11600    AVALON                       BL,33.9283,-118.2652,18,1863,2,42,M,H,502,400.0,IC,Violent Crimes,16.0,2020,11,1,17,1,4,0.0
700 S  ALVARADO                     ST,34.0565,-118.2768,2,265,2,44,F,H,210,400.0,AA,Violent Crimes,22.5,2020,3,6,29,6,6,0.0
800 S  OLIVE                        ST,34.0452,-118.2569,1,162,1,35,M,W,123,0.0,IC,Property Crimes,19.0,2020,6,4,11,3,7,3.2188758248682006
2200    ELSINORE                     ST,34.079,-118.265,11,1181,2,16,M,H,502,400.0,AO,Crimes against Persons,15.0,2021,1,2,30,2,4,5.820082930352362
600 W  118TH                        ST,33.9261,-118.287,18,1861,2,44,M,H,501,400.0,AO,Violent Crimes,21.833333333333332,2020,10,4,30,4,6,0.0
8000    ANDASOL                      AV,34.2157,-118.5118,10,1006,1,54,M,O,101,0.0,IC,Property Crimes,15.0,2020,2,0,14,4,3,5.484796933490655
HOOVER,33.9164,-118.287,18,1831,1,0,,,101,0.0,IC,Property Crimes,1.0,2020,6,5,27,5,1,0.0
1300    STORM PARKWAY,33.817,-118.2996,5,507,1,0,X,X,203,0.0,IC,Property Crimes,2.5833333333333335,2020,1,0,26,6,1,3.2188758248682006
7TH,34.0496,-118.2603,1,161,2,0,X,X,903,0.0,IC,Crimes against Public Order,11.083333333333334,2020,6,3,4,3,5,0.0
3100    HOLLYDALE                    DR,34.1095,-118.256,11,1133,1,0,,,101,0.0,IC,Property Crimes,0.4,2020,5,6,17,6,1,0.0
500 S  SPRING                       ST,34.0467,-118.252,1,153,1,28,M,B,502,0.0,IC,Property Crimes,10.0,2020,2,6,31,4,3,3.8918202981106265
700 S  NORMANDIE                    AV,34.0596,-118.3022,20,2034,1,36,F,W,504,0.0,IC,Property Crimes,23.75,2020,8,0,28,4,4,4.290459441148391
5800    AVALON                       BL,33.9827,-118.2652,13,1385,1,47,F,H,203,0.0,IC,Property Crimes,13.383333333333333,2020,10,0,3,5,2,3.8918202981106265
7000    COLDWATER CANYON             AV,34.1978,-118.4138,15,1512,1,51,M,W,108,0.0,AA,Property Crimes,5.416666666666667,2020,8,3,6,3,7,0.0
900 W  FLORENCE                     AV,33.9792,-118.2893,12,1248,2,55,F,B,210,400.0,IC,Violent Crimes,19.416666666666668,2020,1,2,29,2,6,0.0
2500 S  SPAULDING                    AV,34.0345,-118.3682,3,301,2,66,F,B,501,400.0,IC,Violent Crimes,14.25,2020,6,0,15,0,6,0.0
13400    GLADSTONE                    AV,34.3155,-118.4343,19,1905,2,26,F,H,501,0.0,IC,Fraud and White-Collar Crimes,8.0,2020,5,1,5,1,1,5.820082930352362
14200    FRIAR                        ST,34.1857,-118.4421,9,935,1,23,M,W,101,0.0,IC,Property Crimes,10.0,2020,12,2,30,0,2,5.37989735354046
8500    BEVERLY                      BL,34.0761,-118.3766,7,721,1,0,,,108,0.0,IC,Property Crimes,15.0,2020,2,4,7,4,1,0.0
700 S  UNION                        AV,34.0531,-118.2738,2,266,2,31,M,B,502,0.0,IC,Fraud and White-Collar Crimes,13.0,2023,3,6,12,6,2,10.241993434184533
700    WATSON                       AV,33.78,-118.2468,5,529,1,0,,,101,0.0,IC,Property Crimes,14.0,2020,9,0,19,5,1,3.8918202981106265
1900    SANTA YNEZ                   ST,34.0748,-118.2633,2,217,1,26,M,H,501,500.0,AA,Violent Crimes,19.0,2020,8,0,31,0,7,0.0
5200 S  VAN NESS                     AV,33.9951,-118.3171,12,1213,1,50,M,B,102,106.0,IC,Crimes against Persons,1.3666666666666667,2020,3,5,7,5,5,0.0
VINELAND,34.1649,-118.3705,15,1548,2,53,F,H,101,400.0,IC,Violent Crimes,1.0,2020,12,3,10,3,5,0.0
600    WORLD                        WY,33.943,-118.4035,14,1494,1,42,F,B,102,0.0,IC,Property Crimes,0.9166666666666666,2020,2,6,2,6,2,0.0
6300    LA MIRADA                    AV,34.0932,-118.3288,6,666,2,0,X,X,501,0.0,IC,Crimes against Public Order,20.916666666666668,2020,6,5,27,5,2,0.0
27TH                         ST,34.0309,-118.3024,3,326,1,0,,,101,0.0,IC,Property Crimes,17.0,2020,4,0,5,6,1,3.2188758248682006
SAN PEDRO                    ST,34.0267,-118.258,13,1313,2,55,M,B,108,400.0,IC,Violent Crimes,15.5,2020,2,1,4,1,2,0.0
2100 E  25TH                         ST,34.0241,-118.232,13,1309,2,36,M,H,203,0.0,IC,Property Crimes,11.5,2020,5,4,30,3,1,3.2188758248682006
400 E  89TH                         ST,33.9556,-118.2682,18,1805,1,22,M,H,517,400.0,AA,Violent Crimes,8.583333333333334,2020,4,4,17,4,4,0.0
5000    TEMPLETON                    ST,34.0852,-118.1739,4,426,2,45,F,W,501,400.0,AO,Violent Crimes,17.75,2020,12,3,31,3,6,0.0
8300    BEVERLY                      BL,34.0782,-118.3695,7,711,1,0,M,O,103,500.0,IC,Property Crimes,22.333333333333332,2020,10,1,26,0,1,3.2188758248682006
12600    VAN NUYS                     BL,34.2816,-118.4073,16,1602,1,33,M,O,502,0.0,IC,Property Crimes,12.0,2020,11,2,15,6,2,5.484796933490655
1200 W  46TH                         ST,34.0017,-118.2965,12,1204,2,54,M,B,501,0.0,IC,Crimes against Public Order,1.0,2020,11,1,10,1,4,0.0
11300    OTSEGO                       ST,34.163,-118.3774,15,1555,2,87,M,W,710,0.0,IC,Fraud and White-Collar Crimes,12.583333333333334,2022,6,1,1,2,1,9.974924102473977
1400 W  7TH                          ST,34.0527,-118.2685,2,269,2,19,X,X,708,0.0,IC,Property Crimes,13.0,2020,5,3,28,3,4,0.0
MELROSE                      AV,34.0836,-118.2917,2,211,2,41,M,H,102,400.0,IC,Violent Crimes,20.5,2020,5,3,25,0,9,4.290459441148391
3000 W  12TH                         ST,34.049,-118.3063,20,2063,1,38,M,H,102,400.0,IC,Property Crimes,2.4833333333333334,2020,5,6,3,6,7,0.0
7400    HAZELTINE                    AV,34.206,-118.4445,9,906,1,45,M,H,502,0.0,IC,Property Crimes,14.0,2020,9,3,16,2,2,3.2188758248682006
100 E  65TH                         ST,33.9806,-118.2739,13,1394,1,23,F,H,121,0.0,IC,Property Crimes,14.5,2020,3,0,16,0,2,0.0
18600 S  VERMONT                      AV,33.8617,-118.2905,5,501,1,62,M,B,503,500.0,AO,Violent Crimes,1.5,2020,9,4,11,4,7,0.0
41ST                         ST,34.0093,-118.2784,13,1351,2,35,F,H,122,0.0,IC,Property Crimes,14.333333333333334,2020,8,4,27,3,2,3.2188758248682006
13300    GRIDLEY                      ST,34.3063,-118.423,19,1907,2,11,F,H,501,400.0,AO,Crimes against Persons,12.0,2022,12,1,1,5,6,9.93967482329784
900 W  51ST                         ST,33.9964,-118.2894,12,1207,2,24,F,B,122,0.0,IC,Property Crimes,21.0,2020,1,6,4,5,2,3.2188758248682006
WEST                         BL,34.0467,-118.3344,7,766,1,19,F,H,101,0.0,IC,Property Crimes,2.25,2020,2,6,23,6,1,0.0
2000 S  GARTH                        AV,34.0408,-118.3791,8,889,1,32,M,W,707,0.0,IC,Property Crimes,1.0,2020,2,4,3,0,3,4.574710978503383
300    HAUSER                       BL,34.0693,-118.351,7,734,1,42,M,B,501,0.0,IC,Property Crimes,14.833333333333334,2020,8,0,14,1,2,6.175867270105761
10600    ATLANTA                      AV,34.2624,-118.5547,17,1727,1,62,F,W,710,0.0,IC,Property Crimes,0.016666666666666666,2020,11,3,19,3,2,0.0
7000    RAMSGATE                     PL,33.9743,-118.3735,14,1469,1,0,,,707,0.0,IC,Property Crimes,17.0,2020,5,6,16,5,1,3.2188758248682006
10800    WEYBURN                      AV,34.0623,-118.4434,8,817,1,27,M,B,203,106.0,IC,Crimes against Public Order,9.716666666666667,2020,7,4,31,4,6,0.0
7900 S  VERMONT                      AV,33.9667,-118.2915,12,1266,2,0,X,X,222,0.0,IC,Property Crimes,6.75,2020,8,3,27,3,2,0.0
5700    CRESCENT PK,33.9759,-118.4156,14,1464,1,34,M,B,707,500.0,IC,Property Crimes,20.5,2020,6,3,7,6,2,5.579729825986222
BROADWAY,34.0029,-118.2784,13,1361,2,52,M,H,102,400.0,IC,Violent Crimes,23.0,2020,6,5,27,5,3,0.0
14500    LYLE                         ST,34.3061,-118.4496,19,1915,1,34,M,H,119,0.0,IC,Property Crimes,13.8,2020,2,2,10,0,2,3.8918202981106265
300 S  SANTA FE                     AV,34.042,-118.2326,1,139,2,0,X,X,102,400.0,IC,Property Crimes,8.0,2020,9,1,22,1,1,0.0
300 E  116TH                        PL,33.9283,-118.2695,18,1863,2,38,F,B,104,511.0,IC,Crimes against Public Order,18.0,2020,4,0,27,0,3,0.0
15700    SHERMAN                      WY,34.2013,-118.4756,10,1018,1,60,F,B,203,0.0,IC,Property Crimes,14.383333333333333,2020,12,2,10,3,3,7.597396320212795
16700    OAK VIEW                     DR,34.1569,-118.4984,10,1088,1,27,M,W,501,0.0,IC,Property Crimes,14.5,2020,3,4,18,2,5,3.8918202981106265
5300    TAMPA                        AV,34.1676,-118.5535,10,1061,1,73,M,W,104,0.0,IC,Property Crimes,10.333333333333334,2020,1,6,26,6,2,0.0
10400    MONOGRAM                     AV,34.2595,-118.4925,17,1747,2,20,M,A,501,400.0,IC,Violent Crimes,13.0,2020,10,6,25,6,6,0.0
HAVENHURST,34.1613,-118.4917,10,1078,1,0,,,101,0.0,AO,Property Crimes,5.5,2020,9,2,1,1,1,3.2188758248682006
4800    ARCOLA                       AV,34.1577,-118.3549,15,1559,1,0,,,101,0.0,IC,Property Crimes,9.0,2020,4,5,11,5,1,0.0
11300    GLENOAKS                     BL,34.2758,-118.4139,16,1602,1,0,,,501,0.0,IC,Property Crimes,17.0,2020,8,3,7,4,1,5.746203190540153
1300 E  48TH                         PL,33.9993,-118.2499,13,1365,1,25,F,H,502,400.0,AO,Violent Crimes,3.0,2020,6,0,7,6,9,3.2188758248682006
4200 S  FIGUEROA                     ST,34.0072,-118.2827,3,399,2,28,F,B,502,511.0,IC,Crimes against Public Order,23.166666666666668,2020,1,1,7,1,2,0.0
2300    HIGHBURY                     AV,34.072,-118.1623,4,439,2,24,M,H,122,0.0,IC,Property Crimes,19.5,2020,9,1,8,1,3,0.0
12800    VANOWEN                      ST,34.1939,-118.4131,15,1512,2,31,F,H,122,0.0,AO,Property Crimes,3.0,2020,6,6,7,6,2,0.0
7300    MELROSE                      AV,34.0836,-118.3486,7,702,1,35,M,B,218,101.0,IC,Violent Crimes,14.833333333333334,2020,5,5,30,5,6,0.0
1600 S  ALAMEDA                      ST,34.0245,-118.244,13,1317,1,0,,,108,0.0,AO,Property Crimes,17.0,2020,7,4,17,4,1,0.0
111TH,33.9348,-118.2652,18,1844,1,31,M,H,101,207.0,IC,Violent Crimes,22.5,2020,5,1,25,0,10,3.2188758248682006
6100    GLEN OAK                     ST,34.1186,-118.3215,6,627,2,33,F,W,501,0.0,IC,Fraud and White-Collar Crimes,8.0,2020,6,4,11,0,1,7.007600613951853
1900 S  ALAMEDA                      ST,34.0245,-118.244,13,1317,1,0,M,H,203,0.0,IC,Property Crimes,0.13333333333333333,2020,4,0,20,0,3,0.0
900 S  ROBERTSON                    BL,34.0596,-118.3836,8,849,2,56,M,O,108,511.0,AO,Crimes against Public Order,14.833333333333334,2020,5,2,6,2,2,0.0
9200 N  SEPULVEDA                    BL,34.2427,-118.4702,19,1961,1,23,M,H,123,201.0,AA,Property Crimes,22.666666666666668,2020,4,3,16,3,5,0.0
COLORADO,34.1428,-118.2275,11,1113,1,17,M,O,102,102.0,IC,Violent Crimes,19.0,2020,10,2,20,1,4,3.2188758248682006
1400 E  41ST                         ST,34.0089,-118.2494,13,1346,1,46,M,H,203,0.0,IC,Property Crimes,18.5,2020,4,4,23,3,1,3.2188758248682006
8800    RAMSGATE                     AV,33.957,-118.3827,14,1488,2,27,F,B,501,400.0,IC,Violent Crimes,22.0,2020,11,6,21,5,4,3.2188758248682006
700 N  HAYWORTH                     AV,34.0838,-118.3627,7,701,1,0,,,101,0.0,IC,Property Crimes,0.016666666666666666,2020,1,0,13,0,1,0.0
6300    WOODMAN                      AV,34.1836,-118.4355,9,937,1,29,M,H,108,0.0,IC,Property Crimes,19.5,2020,10,2,20,1,2,3.2188758248682006
VAN NUYS                     BL,34.1509,-118.4487,9,985,1,29,M,W,101,307.0,AO,Violent Crimes,19.783333333333335,2020,8,3,5,2,4,3.2188758248682006
500 W  99TH                         ST,33.9464,-118.2831,18,1821,1,43,F,B,101,102.0,AO,Violent Crimes,1.1666666666666667,2020,10,5,17,5,6,0.0
5300    YARMOUTH                     AV,34.167,-118.5203,10,1065,1,39,F,O,108,0.0,IC,Property Crimes,16.0,2020,2,6,14,4,4,3.8918202981106265
1800 S  GAFFEY                       ST,33.7279,-118.2924,5,585,2,49,F,B,406,0.0,IC,Fraud and White-Collar Crimes,3.0833333333333335,2022,2,2,1,1,1,9.237274373216264
1900 S  HOLT                         AV,34.0412,-118.3814,8,889,1,73,M,W,502,0.0,IC,Property Crimes,15.0,2021,2,3,15,5,4,8.446126742982377
9700    DE SOTO                      AV,34.2464,-118.5886,17,1762,2,25,M,W,203,0.0,IC,Fraud and White-Collar Crimes,10.0,2021,6,1,30,1,2,9.075322160298095
SANTA MONICA                 BL,34.0475,-118.445,8,854,1,50,M,B,101,304.0,IC,Violent Crimes,0.016666666666666666,2020,3,4,6,4,6,0.0
15000    OLIVE VIEW                   DR,34.3247,-118.4601,19,1902,1,32,M,H,301,307.0,IC,Violent Crimes,20.0,2020,11,6,1,6,4,0.0
AMESTOY,34.1703,-118.5055,10,1067,1,0,,,101,0.0,IC,Property Crimes,22.0,2020,9,1,7,0,1,3.2188758248682006
1400    MATEO                        ST,34.028,-118.2322,13,1309,1,51,F,H,203,0.0,IC,Property Crimes,12.333333333333334,2020,3,1,8,6,3,3.8918202981106265
1500 W  37TH                         ST,34.021,-118.3029,3,356,2,60,F,H,501,0.0,IC,Fraud and White-Collar Crimes,15.416666666666666,2020,10,4,19,6,4,8.72729202920964
6800    AGNES                        AV,34.194,-118.3954,15,1514,1,0,,,101,0.0,IC,Property Crimes,23.5,2020,6,0,14,6,1,3.2188758248682006
7600    LOUISE                       AV,34.2147,-118.5142,10,1006,1,26,F,H,108,0.0,IC,Property Crimes,21.0,2020,12,2,21,0,5,3.8918202981106265
7700 N  SEPULVEDA                    BL,34.2085,-118.4698,9,901,1,0,,,108,0.0,IC,Property Crimes,17.5,2020,10,3,30,2,1,3.2188758248682006
DICKENS                      ST,34.1504,-118.4517,9,984,2,29,F,O,101,0.0,IC,Property Crimes,6.0,2020,4,6,25,5,2,3.2188758248682006
BELLINGHAM                   AV,34.1794,-118.3987,15,1532,1,31,M,O,101,0.0,IC,Property Crimes,6.0,2020,8,1,4,1,2,0.0
100 S  LAKE                         ST,34.0667,-118.2717,2,235,1,0,,,101,0.0,IC,Property Crimes,11.0,2020,10,6,10,5,1,3.2188758248682006
1200 W  PACIFIC COAST                HY,33.7904,-118.278,5,514,1,0,X,X,221,0.0,AA,Property Crimes,21.75,2020,11,0,2,0,4,0.0
16100    WYANDOTTE                    ST,34.203,-118.4837,10,1018,1,0,,,101,0.0,IC,Property Crimes,23.0,2020,6,1,15,0,1,3.2188758248682006
15900    CHATSWORTH                   ST,34.2647,-118.4783,17,1749,1,0,,,108,0.0,IC,Property Crimes,17.0,2020,2,3,26,2,1,3.2188758248682006
5600 N  FIGUEROA                     ST,34.114,-118.1949,11,1118,1,0,M,X,210,200.0,IC,Crimes against Public Order,19.833333333333332,2020,9,6,12,5,2,3.2188758248682006
18100    ROSCOE                       BL,34.2208,-118.5279,10,1004,1,21,M,H,122,400.0,IC,Crimes against Public Order,20.333333333333332,2020,2,1,4,1,8,0.0
14100    RAVEN                        ST,34.3058,-118.4402,19,1916,2,30,F,H,501,0.0,AO,Crimes against Public Order,15.0,2020,6,2,31,6,4,6.013715156042802
600 W  73RD                         ST,33.9737,-118.2842,12,1256,2,41,F,H,104,400.0,IC,Violent Crimes,15.75,2020,5,6,17,6,5,0.0
19100    MARILLA                      ST,34.2472,-118.5492,17,1766,1,35,F,A,501,0.0,IC,Property Crimes,11.333333333333334,2020,6,0,8,0,6,0.0
1000 S  OLIVE                        ST,34.0423,-118.2595,1,182,2,31,M,W,122,0.0,IC,Property Crimes,6.0,2020,4,1,6,0,2,3.2188758248682006
5300 W  9TH                          ST,34.0589,-118.3453,7,745,2,24,F,W,501,0.0,IC,Fraud and White-Collar Crimes,0.16666666666666666,2020,2,1,24,4,2,6.07073772800249
2500    FAIRMOUNT                    ST,34.0512,-118.2025,4,456,2,60,M,H,502,0.0,IC,Property Crimes,21.0,2020,5,1,25,0,2,3.2188758248682006
1300 N  BRONSON                      AV,34.0944,-118.318,6,667,1,40,F,O,720,0.0,IC,Property Crimes,13.5,2021,10,1,1,0,2,9.402694764470512
1500    6TH                          AV,34.0457,-118.3255,7,767,1,31,M,H,101,400.0,AO,Property Crimes,0.016666666666666666,2020,11,5,21,5,5,0.0
16600    NORDHOFF                     ST,34.2357,-118.4938,17,1797,2,0,X,X,514,0.0,JO,Property Crimes,11.433333333333334,2020,1,5,11,5,5,0.0
9700    OWENSMOUTH                   AV,34.2466,-118.6018,17,1761,1,0,,,108,0.0,IC,Property Crimes,5.166666666666667,2020,12,3,17,3,1,0.0
8700    DE SOTO                      AV,34.2286,-118.5885,17,1781,1,26,M,H,502,0.0,IC,Property Crimes,22.0,2020,7,5,30,1,1,4.574710978503383
11000    VICTORY                      BL,34.1867,-118.3706,15,1527,1,0,M,W,404,0.0,AO,Property Crimes,14.583333333333334,2020,4,3,24,4,2,4.976733742420574
WAKEFIELD                    AV,34.2216,-118.4434,19,1985,1,26,F,H,101,0.0,IC,Property Crimes,7.0,2020,12,6,10,3,2,4.290459441148391
5400 W  SUNSET                       BL,34.1,-118.3113,6,648,2,40,M,B,403,511.0,IC,Crimes against Public Order,14.833333333333334,2020,8,4,28,4,4,0.0
AVALON,34.0048,-118.2653,13,1352,1,18,F,B,102,102.0,IC,Violent Crimes,15.416666666666666,2020,8,6,30,6,8,0.0
200    MARKET                       ST,33.9887,-118.4716,14,1431,1,0,,,104,0.0,IC,Property Crimes,19.75,2020,11,4,13,4,1,0.0
11500    KISMET                       AV,34.2794,-118.3864,16,1606,1,64,M,H,101,205.0,AA,Violent Crimes,17.916666666666668,2020,4,3,2,3,3,0.0
300 W  7TH                          ST,33.7378,-118.2835,5,564,2,36,M,H,733,400.0,IC,Violent Crimes,0.5,2020,2,5,15,5,7,0.0
6100    CORBIN                       AV,34.1794,-118.5669,21,2169,1,57,M,W,501,0.0,IC,Property Crimes,12.816666666666666,2020,12,0,28,5,2,5.37989735354046
12100 W  PICO                         BL,34.0341,-118.4525,8,881,2,20,M,H,108,0.0,IC,Property Crimes,8.5,2020,9,2,2,2,1,0.0
2300    RESERVOIR                    ST,34.0804,-118.2658,11,1181,1,69,M,A,502,207.0,AA,Crimes against Public Order,18.0,2020,4,0,10,4,3,4.290459441148391
1900 W  25TH                         ST,34.0337,-118.3058,3,316,2,69,M,B,502,400.0,IC,Violent Crimes,21.083333333333332,2020,9,4,4,4,4,0.0
SEPULVEDA,34.1721,-118.4662,9,941,1,33,F,O,101,215.0,IC,Crimes against Public Order,3.3333333333333335,2020,1,3,2,3,3,0.0
4000 S  MAIN                         ST,34.0075,-118.2775,13,1351,1,0,M,O,405,0.0,IC,Property Crimes,12.833333333333334,2020,2,0,17,0,2,0.0
1600 W  SUNSET                       BL,34.0832,-118.2572,11,1183,1,0,X,X,403,400.0,AO,Property Crimes,15.333333333333334,2020,8,0,3,0,4,0.0
53RD,33.9942,-118.274,13,1372,1,0,,,101,0.0,IC,Property Crimes,6.0,2020,10,4,1,3,1,3.2188758248682006
500 W  6TH                          ST,33.7388,-118.2879,5,557,1,0,X,X,501,0.0,IC,Property Crimes,23.5,2020,4,2,5,6,3,4.290459441148391
BLEDSOE                      ST,34.3196,-118.4561,19,1902,1,19,X,X,110,0.0,IC,Property Crimes,10.9,2020,6,2,10,2,1,0.0
400    MARIPOSA                     AV,34.0654,-118.2992,20,2025,2,29,F,H,502,400.0,AO,Violent Crimes,4.5,2020,3,6,1,6,6,0.0
13000    VICTORY                      BL,34.1936,-118.4166,15,1522,2,59,F,H,122,0.0,IC,Property Crimes,9.5,2020,3,5,14,5,2,0.0
12400    SARAH                        ST,34.154,-118.4052,15,1562,1,30,M,W,501,0.0,IC,Property Crimes,22.5,2020,9,1,14,0,2,3.2188758248682006
SANTA MONICA                 BL,34.0907,-118.3386,6,665,1,34,M,W,124,400.0,AA,Violent Crimes,5.833333333333333,2020,5,5,30,5,8,0.0
SLAUSON                      AV,33.989,-118.3308,12,1211,2,27,F,B,101,400.0,AO,Violent Crimes,3.5,2020,11,4,27,4,6,0.0
9700    CREBS                        AV,34.2463,-118.544,17,1766,2,27,F,H,501,500.0,IC,Violent Crimes,18.666666666666668,2020,11,3,19,3,8,0.0
1200 W  30TH                         ST,34.0274,-118.29,3,338,1,25,F,A,502,0.0,IC,Property Crimes,10.55,2020,7,1,11,5,5,5.484796933490655
6600    NESTLE                       AV,34.1903,-118.5308,10,1035,2,50,M,W,501,400.0,AO,Violent Crimes,13.0,2020,6,2,3,2,3,0.0
600    LUCAS                        AV,34.0552,-118.2675,2,257,1,27,F,B,502,400.0,AA,Violent Crimes,2.5,2020,1,1,28,1,10,0.0
10700    MOORPARK                     ST,34.1504,-118.3636,15,1567,1,25,F,W,502,0.0,IC,Property Crimes,0.016666666666666666,2020,4,2,1,2,2,0.0
5500 W  SUNSET                       BL,34.1,-118.3113,6,648,1,0,X,X,405,400.0,IC,Property Crimes,20.583333333333332,2020,9,0,14,0,9,0.0
6900    COLDWATER CANYON             AV,34.1958,-118.4138,15,1512,2,46,F,H,502,400.0,AA,Violent Crimes,0.08333333333333333,2020,1,2,1,2,2,0.0
15100    VENTURA                      BL,34.1564,-118.463,9,971,2,24,M,H,602,0.0,IC,Fraud and White-Collar Crimes,11.0,2020,11,3,29,3,2,6.511745329644728
5900 W  PICO                         BL,34.0558,-118.3706,7,752,1,0,X,X,203,500.0,IC,Property Crimes,20.0,2020,7,4,30,5,4,6.705639094860003
6900 S  MAIN                         ST,33.9771,-118.2739,13,1394,1,0,,,101,0.0,IC,Property Crimes,20.0,2020,1,0,6,0,1,0.0
8TH                          ST,34.0577,-118.3078,20,2033,2,34,F,H,101,511.0,AO,Crimes against Public Order,21.0,2020,12,6,20,6,3,0.0
6100 W  CENTURY                      BL,33.9456,-118.3904,14,1496,2,28,F,B,503,400.0,AO,Violent Crimes,5.0,2020,4,6,26,6,3,0.0
98TH                         ST,33.9471,-118.287,18,1821,2,0,X,X,101,109.0,IC,Crimes against Public Order,16.383333333333333,2020,12,6,20,6,2,0.0
6300 S  FIGUEROA                     ST,33.9819,-118.2827,12,1249,1,0,,,101,0.0,IC,Property Crimes,1.5,2020,12,5,19,5,1,0.0
4200    BEVERLY                      BL,34.0799,-118.3025,20,2005,1,0,X,X,203,109.0,AA,Property Crimes,5.833333333333333,2020,3,6,8,6,7,0.0
10900 S  VERMONT                      AV,33.9369,-118.2916,18,1841,2,41,M,B,501,400.0,IC,Violent Crimes,14.75,2020,5,6,3,6,6,0.0
