Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Time_Difference_Log
MAPLE                        AV,34.0172,-118.2694,13,1331,1,2004 0329,0,M,O,108,0.0,IC,0,51.145,2020,2,4,28,4,0.0
9000    RESEDA                       BL,34.234,-118.5361,17,1785,1,0344 1609 0216,0,X,X,210,0.0,IC,0,2.65,2020,7,1,7,1,0.0
800 E  ADAMS                        BL,34.0207,-118.2594,13,1323,1,,0,,,101,0.0,IC,0,21.2,2020,5,3,17,6,4.574710978503383
9000    BALBOA                       BL,34.234,-118.5025,17,1796,1,0104 0444 0325 0448 0429 1822 0945 0416 0344,0,X,X,203,400.0,IC,0,34.45,2020,5,5,23,5,0.0
EASTERN                      AV,34.0728,-118.1804,4,437,2,329,0,M,X,101,500.0,IC,0,35.775,2020,7,1,14,1,0.0
CANTERBURY,34.2295,-118.4244,19,1988,1,0302 0421 0432 1402 2004 1822 0446,36,M,H,101,112.0,AA,1,58.6975,2020,6,1,15,0,3.2188758248682006
4800    ARCOLA                       AV,34.1577,-118.3549,15,1559,1,,0,,,101,0.0,IC,0,23.85,2020,4,5,11,5,0.0
400 E  5TH                          ST,34.0453,-118.2443,1,147,2,0416 0361 1202 1218 2004 0444,65,F,W,502,400.0,AO,1,34.45,2020,4,0,4,5,3.8918202981106265
SUNSET,34.0981,-118.3005,6,649,2,0329 1300 1307,0,X,X,101,0.0,IC,0,58.83,2020,9,6,20,6,0.0
WASHINGTON,34.0206,-118.2428,13,1317,1,0910 0344,31,F,B,935,0.0,IC,0,48.866,2020,3,3,19,3,0.0
VAN NUYS                     BL,34.1509,-118.4487,9,985,1,1822 1223 1414 1300,29,M,W,101,307.0,AO,1,51.5955,2020,8,3,5,2,3.2188758248682006
700    ROBINSON                     ST,34.0804,-118.2791,2,205,1,,0,,,104,0.0,IC,0,60.95,2020,2,2,4,1,5.262690188904886
6200    CREBS                        AV,34.1839,-118.5438,10,1033,1,1822 9999 0321 0344 1609 1414,70,F,W,501,0.0,IC,0,27.560000000000002,2020,7,2,29,2,0.0
2900 S  HOOVER                       ST,34.0268,-118.2896,3,338,1,0355 0342 1251 0443 1822 2024 1815 1309,27,M,I,102,511.0,JA,0,59.49250000000001,2020,7,2,22,2,0.0
11100    OMELVENY                     AV,34.2722,-118.4417,19,1944,1,0344 1605,44,M,X,721,0.0,IC,0,42.4,2021,5,2,11,3,8.971194463184467
2300    PASADENA                     AV,34.0757,-118.2177,4,412,1,2000 0913 1814 0400 0419 0416 1243,29,F,H,502,400.0,AO,1,60.95,2020,5,6,3,6,0.0
6100    MESA                         AV,34.1157,-118.1912,11,1138,1,0385 1300 0344,37,F,H,101,500.0,IC,0,21.995,2020,5,1,5,1,5.1298987149230735
2900    FRANCIS                      AV,34.0568,-118.2891,20,2049,2,1501,30,M,H,501,0.0,IC,2,58.3,2020,4,1,7,1,0.0
11600    VENTURA                      BL,34.1403,-118.3848,15,1595,2,0377 0928,37,F,B,203,0.0,IC,3,35.9075,2021,9,5,12,3,9.471550124096849
VERMONT,33.9528,-118.2916,18,1801,1,1822 0344 1218 2034,48,F,B,101,0.0,IC,0,50.35,2020,8,3,19,2,3.2188758248682006
3400    REYNOLDS                     AV,34.0812,-118.2032,4,416,1,,0,,,101,0.0,IC,0,39.75,2020,12,1,21,0,3.2188758248682006
19400    GAULT                        ST,34.1994,-118.5555,10,1021,2,0421 0422 2000 0913 1814 0443 2004,33,F,B,501,511.0,AO,2,29.15,2020,8,3,13,3,0.0
200 N  ALVARADO                     ST,34.0682,-118.2694,2,236,1,0342 1822 1309 1312 0400 0344 0346 1017 0326,53,F,H,502,400.0,IC,0,32.33,2020,12,0,28,0,0.0
300 N  HOBART                       BL,34.0763,-118.3054,20,2004,1,,0,,,101,0.0,IC,0,53.0,2020,7,1,13,0,3.2188758248682006
100 S  POINSETTIA                   PL,34.0736,-118.3486,7,726,2,0928 1822 0100,47,F,W,501,0.0,IC,3,51.0125,2023,3,2,12,6,10.047111592619004
MELROSE                      AV,34.0837,-118.3703,7,701,1,1300 1307 0344,33,M,O,101,0.0,IC,0,45.05,2020,1,6,4,5,3.2188758248682006
1100 N  VIRGIL                       AV,34.0909,-118.2867,11,1162,1,1606 0344,26,F,H,108,0.0,IC,0,59.095,2020,6,5,26,4,3.2188758248682006
15100    SHERMAN                      WY,34.2012,-118.4618,9,914,1,0394 0344,30,F,H,119,0.0,IC,0,38.425,2020,1,3,18,5,4.795790545596741
3500 S  MUIRFIELD                    RD,34.0215,-118.3423,3,353,1,1402 1822 1606 0344,19,X,X,501,0.0,IC,0,45.05,2020,12,6,18,4,3.8918202981106265
S  VERMONT                      AV,33.9798,-118.2917,12,1245,1,1822 0430 1100 1402 0906,50,M,B,101,109.0,IC,1,59.625,2020,10,4,16,4,0.0
3700    WILSHIRE                     BL,34.0617,-118.3075,20,2033,1,0325 0352 0321 1221 1822 1607 2021 0378 1402,0,X,X,721,500.0,AA,0,53.0,2020,5,0,16,5,3.8918202981106265
12800    MONTERO                      AV,34.3037,-118.418,19,1907,1,,0,,,101,0.0,IC,0,53.0,2020,8,0,1,5,3.8918202981106265
800 S  HOBART                       BL,34.0572,-118.3053,20,2033,1,1822 0358 0344,41,M,B,203,0.0,IC,0,45.05,2020,12,0,22,1,4.976733742420574
2100 W  84TH                         ST,33.9627,-118.3178,12,1263,2,2000 0913 1813 1821 0416 0444,34,F,B,501,400.0,IC,1,32.595,2020,8,6,2,6,0.0
19100 S  VERMONT                      AV,33.8524,-118.2924,5,505,2,1266 0421 1822,48,F,W,203,511.0,IC,2,45.58,2020,9,1,22,1,0.0
7100 W  SUNSET                       BL,34.1007,-118.3494,6,643,1,1822 0325 1501,0,X,X,203,0.0,IC,0,51.41,2020,12,2,23,2,5.1298987149230735
7700 S  MAIN                         ST,33.9696,-118.2739,12,1258,1,0202 0416 0443 0605 1309 1822,51,F,H,502,307.0,IC,1,43.5925,2020,5,4,29,4,0.0
1700 N  VERMONT                      AV,34.1018,-118.2918,11,1142,1,0334 1822 2004,36,F,H,252,211.0,IC,2,40.28,2020,3,5,14,5,0.0
600    ECHANDIA                     ST,34.0527,-118.2183,4,453,2,2000 0913 1241 1821 0400 0448,54,M,H,101,400.0,AO,1,62.01,2020,7,4,16,3,3.2188758248682006
11500    GORMAN                       AV,33.932,-118.232,18,1849,2,0913 0553 2004 2003,26,F,H,502,0.0,AO,2,55.65,2020,11,1,31,5,4.290459441148391
EXPOSITION                   BL,34.0182,-118.2915,3,378,2,1822 2004 1251 1258 0448 0356,6,M,H,102,400.0,IC,4,40.28,2020,9,4,11,1,6.61338421837956
14000    RIVERSIDE                    DR,34.1576,-118.438,9,964,1,344,36,F,W,108,0.0,IC,0,29.5475,2020,2,2,19,2,0.0
4600    VISTA DEL MONTE              AV,34.1548,-118.4499,9,974,1,1307 0344,25,M,W,123,0.0,IC,0,2.65,2020,12,0,14,0,0.0
5400    RUSSELL                      AV,34.1042,-118.3088,6,639,2,0329 1609,60,F,H,101,0.0,AO,0,51.41,2020,3,0,30,0,0.0
15000    BURBANK                      BL,34.1766,-118.4589,9,941,2,421,37,M,W,104,511.0,AA,2,45.05,2020,4,5,24,4,3.2188758248682006
1600 W  11TH                         ST,34.0506,-118.2769,2,275,2,0356 1812,30,F,H,502,500.0,IC,1,29.945,2020,6,0,29,0,0.0
700 N  MARTEL                       AV,34.0836,-118.3511,7,702,1,0344 1607,54,F,A,501,0.0,IC,0,45.845,2020,11,1,10,1,0.0
FOOTHILL                     BL,34.321,-118.4478,19,1902,1,344,32,F,H,232,0.0,IC,0,40.2005,2020,5,5,2,5,0.0
500    STANFORD                     AV,34.0416,-118.244,1,157,1,1307 0344 0329 0321 1202 1822,64,M,H,101,0.0,IC,0,53.795,2020,7,4,27,0,4.574710978503383
800 W  107TH                        ST,33.9391,-118.2894,18,1841,2,0329 1822,52,F,B,501,0.0,IC,0,56.5775,2020,4,5,4,5,0.0
4400 W  DON TOMASO                   DR,34.0025,-118.354,3,391,1,0344 1605,51,F,B,707,0.0,IC,0,58.3,2020,12,1,17,1,6.734591659972948
600 W  59TH                         ST,33.9875,-118.2849,12,1239,2,0329 1822,45,M,H,122,0.0,IC,0,50.35,2020,9,4,18,4,0.0
3100    OAKCREST                     DR,34.1253,-118.3468,15,1599,1,0321 0344,25,F,O,104,0.0,IC,0,47.7,2020,8,0,9,6,3.2188758248682006
5600    MELROSE                      AV,34.0853,-118.3277,6,676,2,0400 0444 1822,62,M,O,418,400.0,IC,1,26.5,2020,4,2,7,1,3.2188758248682006
2500    ABBOT KINNEY                 BL,33.9876,-118.4489,14,1444,1,1606 0344 1300,30,M,W,104,0.0,IC,0,9.1425,2020,4,0,20,0,0.0
14000    MILBANK                      ST,34.153,-118.4378,9,985,1,344,24,M,W,101,0.0,IC,0,42.93,2020,5,4,30,3,3.2188758248682006
1400 W  23RD                         ST,34.0352,-118.289,3,318,2,0913 0603 0416,50,F,H,501,400.0,IC,1,58.3,2020,5,0,23,0,6.9167150203536085
9300    SUNLAND PARK                 DR,34.2397,-118.3661,16,1667,1,0302 0334 1822,41,F,H,108,101.0,AO,1,53.0,2020,2,2,19,2,0.0
16900    OTSEGO                       ST,34.163,-118.5033,10,1067,2,0906 1906 0443 2040 0913 0940 0421 0371 1809 0319,17,F,W,518,0.0,IC,2,48.495000000000005,2020,5,6,17,6,0.0
7500    SUMMITROSE                   ST,34.2596,-118.2951,16,1638,2,0913 1813 1501,33,M,H,501,0.0,AO,2,3.4450000000000003,2020,1,4,31,4,0.0
900 E  87TH                         PL,33.9584,-118.2586,18,1804,1,1822 0344 0314,36,M,B,502,0.0,IC,0,2.65,2020,3,3,5,3,0.0
4600    SAINT CLAIR                  AV,34.1551,-118.3987,15,1551,2,344,78,F,W,501,0.0,IC,3,31.8,2020,3,1,24,0,5.262690188904886
1200 S  SOTO                         ST,34.0281,-118.2194,4,489,2,1218 0356,30,M,O,102,500.0,IC,1,26.765,2020,6,4,8,0,4.574710978503383
300    MIRALESTE                    DR,33.7426,-118.3195,5,551,1,344,52,F,W,502,0.0,IC,0,23.85,2020,2,0,2,6,3.2188758248682006
7800    NARDIAN                      WY,33.9681,-118.4201,14,1474,1,,0,,,101,0.0,IC,0,55.65,2020,1,1,20,0,3.2188758248682006
5600    BALBOA                       BL,34.1775,-118.5088,10,1047,1,1822 0344 1605 1300,24,M,W,108,0.0,IC,0,43.195,2020,2,3,4,1,3.8918202981106265
1300 N  WESTERN                      AV,34.0944,-118.3125,6,668,2,1814 0913,19,F,B,501,0.0,AO,3,34.45,2020,2,1,29,2,5.746203190540153
400 N  LA CIENEGA                   BL,34.0784,-118.3766,7,711,1,1822 1609 0601 0325 0344,45,F,A,405,0.0,IC,0,42.4,2020,6,3,30,5,5.666426688112432
11600    NORRIS                       AV,34.2806,-118.4271,16,1611,1,1407 1100 1822 0430,0,M,H,101,102.0,IC,1,47.7,2020,6,3,25,3,0.0
59TH                         ST,33.9923,-118.287,12,1218,2,1100 1402 0906,0,X,X,101,106.0,IC,2,53.795,2020,9,4,25,4,0.0
11200    PENDLETON                    ST,34.2429,-118.3887,16,1664,1,0344 1607,46,M,H,203,0.0,IC,0,45.05,2020,12,5,11,4,3.2188758248682006
VAN NUYS                     AV,34.0998,-118.3211,6,647,1,,0,,,101,0.0,IC,0,58.6975,2020,9,4,11,4,0.0
11TH                         ST,34.0402,-118.2598,1,185,1,1307 1609 0329 1822 1403 0344,33,F,W,102,0.0,IC,0,50.35,2020,9,3,2,2,3.2188758248682006
6300 W  3RD                          ST,34.0713,-118.3595,7,734,1,1309 0325 1414 1420,19,M,O,406,0.0,IC,0,24.645000000000003,2020,7,2,15,2,0.0
11900    AINSWORTH                    ST,33.9251,-118.2903,18,1861,2,0701 1916 0913 0344,40,M,B,501,0.0,IC,3,31.8,2021,4,6,21,1,9.262648151599528
4900    COLISEUM                     ST,34.0183,-118.3521,3,361,2,1822 0329 1307,49,M,H,122,0.0,IC,0,21.2,2020,10,4,8,3,3.2188758248682006
8400    ZEILER                       AV,34.2239,-118.4257,19,1988,1,344,54,M,A,501,0.0,IC,0,47.7,2020,6,6,13,5,3.2188758248682006
800 S  PASEO DEL MAR,33.707,-118.2939,5,584,1,0355 0344 0334 1822 2024 0312 0342 0353,29,F,H,109,102.0,IC,0,40.1475,2020,2,2,26,2,0.0
3200    LOWRY                        RD,34.1119,-118.2814,11,1132,2,0701 1019 1822,90,M,A,501,0.0,IC,3,21.2,2020,10,3,6,6,6.645090969505644
2800 S  CORNING                      ST,34.0348,-118.3821,8,899,1,0344 1607 1822,29,M,H,101,0.0,IC,0,47.7,2020,1,4,23,3,3.2188758248682006
16600    VENTURA                      BL,34.1579,-118.4945,10,1088,2,1822 0329,0,M,W,210,0.0,IC,0,53.53,2020,12,6,13,6,0.0
5400    WILSHIRE                     BL,34.0623,-118.3462,7,745,2,0329 0311,25,F,W,102,0.0,IC,0,53.0,2020,3,5,7,5,0.0
1900 E  113TH                        ST,33.9325,-118.2377,18,1849,2,2000 1814 0416 0913,30,F,H,501,400.0,IC,1,21.5975,2020,9,5,26,5,0.0
EL SEGUNDO                   BL,33.9165,-118.2916,18,1851,2,1300 1822 0416 0444,31,M,H,101,400.0,IC,1,18.55,2020,1,6,26,6,0.0
19300    VICTORY                      BL,34.1866,-118.5541,10,1031,1,1822 0325 0202 0104 2028 1300,0,M,W,409,0.0,AA,0,27.295,2020,11,0,9,0,0.0
88TH                         PL,33.9568,-118.2804,18,1802,1,0334 2000 1814 1218 2004 0913,41,F,B,101,207.0,IC,2,11.395,2020,1,0,13,0,0.0
500    SAN JULIAN                   ST,34.0446,-118.245,1,156,2,1822 1501,32,F,B,502,0.0,IC,3,32.33,2023,11,0,1,2,10.425876067666572
8700    BELLANCA                     AV,33.9539,-118.3805,14,1488,2,344,0,X,X,203,0.0,AO,3,22.127499999999998,2020,9,4,24,0,6.645090969505644
100    THE GROVE                    DR,34.0747,-118.3563,7,724,1,325,27,M,H,415,0.0,IC,0,51.2775,2021,1,1,30,2,6.175867270105761
300 E  92ND                         ST,33.9529,-118.2695,18,1805,1,0605 0416 1822 1300,21,M,H,101,304.0,IC,1,62.1425,2020,9,4,4,4,0.0
48TH                         ST,33.9996,-118.3002,12,1205,1,,0,,,101,0.0,IC,0,37.895,2020,8,6,22,5,3.2188758248682006
5500    NOBLE                        AV,34.1706,-118.4618,9,952,1,,0,,,101,0.0,IC,0,50.35,2020,8,1,2,6,3.8918202981106265
9000 S  CENTRAL                      AV,33.9539,-118.2564,18,1806,1,0913 1814 0344 0358,23,F,B,501,500.0,AO,0,3.4450000000000003,2020,9,0,28,0,0.0
12700    VAN NUYS                     BL,34.2816,-118.4073,16,1602,1,0344 0325,39,F,H,203,0.0,IC,0,40.28,2020,1,3,23,3,0.0
WESTERN                      AV,33.9833,-118.309,12,1243,1,0344 1822 2032 0910,27,F,H,124,0.0,IC,0,34.715,2020,3,0,30,0,0.0
100    UNION                        PL,34.0637,-118.2638,2,237,2,0100 1251 0929 1822,99,F,H,502,0.0,IC,3,58.3,2020,1,3,29,2,3.2188758248682006
GRAND                        ST,33.9983,-118.2802,13,1361,1,910,0,M,W,102,0.0,IC,0,37.4975,2020,9,4,4,4,0.0
1200 W  29TH                         ST,34.0284,-118.2866,3,338,1,0344 1251,21,F,B,501,0.0,IC,0,53.0,2020,2,1,13,3,4.795790545596741
PLUMMER                      ST,34.2427,-118.6021,17,1761,2,2000 1814 0429 0444 0401 2004 1218 0913,37,F,W,102,400.0,AA,1,18.55,2020,2,6,9,6,0.0
7100    LINDLEY                      AV,34.1993,-118.5273,10,1025,1,1309 0416 1822 1206 0601,57,M,W,102,500.0,IC,1,58.83,2020,5,4,22,4,0.0
7200    HOLLYWOOD                    BL,34.1016,-118.3468,6,643,2,1822 1501 1906 1210,33,M,O,502,0.0,IC,2,31.8,2022,7,5,1,6,9.633317905168978
13300    TERRA BELLA                  ST,34.255,-118.4228,16,1641,1,0913 1601 0416 2000 1813,51,M,H,501,305.0,AA,1,61.745000000000005,2020,8,1,18,1,0.0
600 S  RIDGELEY                     DR,34.0631,-118.3504,7,735,1,0394 1309,29,F,W,502,0.0,IC,0,54.563500000000005,2020,10,2,26,5,5.579729825986222
15TH                         ST,34.0306,-118.2555,13,1313,1,0416 1822 1218,52,M,H,102,500.0,AA,1,1.06,2020,7,1,14,1,0.0
9600    MASON                        AV,34.2445,-118.5798,17,1762,1,344,52,M,W,501,0.0,IC,0,21.2,2020,9,3,15,5,6.124683390894205
7100    MILWOOD                      AV,34.1992,-118.5943,21,2146,2,2038,41,F,H,501,0.0,AA,2,0.6625,2020,10,1,13,1,0.0
22500    QUINTA                       RD,34.1532,-118.6174,21,2183,2,416,26,M,B,504,400.0,AO,1,43.195,2020,2,4,14,4,0.0
8600    LINCOLN                      BL,33.9568,-118.429,14,1483,2,377,28,M,O,501,0.0,IC,3,35.3775,2020,5,4,1,4,0.0
500 E  PACIFIC COAST                HY,33.798,-118.2604,5,518,1,0344 1309,42,M,W,221,0.0,IC,0,34.45,2020,11,6,20,1,6.8679744089702925
11100    STRANWOOD                    AV,34.2722,-118.466,19,1935,2,417,56,F,H,141,400.0,IC,1,35.6425,2020,8,0,8,5,3.8918202981106265
96TH                         ST,33.9487,-118.309,12,1283,2,0913 1820 2004 1008 0329 1307,35,F,W,122,0.0,IC,0,59.49250000000001,2020,4,4,24,4,0.0
3800    COUNTRY CLUB                 DR,34.0514,-118.3206,7,759,1,1607 1601,67,M,B,502,0.0,IC,0,61.3475,2020,8,1,24,0,3.2188758248682006
11500    CUMPSTON                     ST,34.1697,-118.3834,15,1547,1,0400 0444 1202 1701 0913 0416 0445 0360,77,M,B,501,400.0,AA,1,51.2775,2020,8,0,1,5,3.8918202981106265
10100    BARTEE                       AV,34.2537,-118.4355,19,1959,2,416,15,M,H,501,400.0,AO,1,54.457499999999996,2020,4,2,8,2,0.0
4300    WHITSETT                     AV,34.1486,-118.4052,15,1581,1,,0,,,101,0.0,IC,0,55.65,2020,10,5,15,3,3.8918202981106265
2200    WELLINGTON                   RD,34.0366,-118.3357,7,787,2,329,55,M,B,501,0.0,IC,0,30.475,2020,5,1,12,1,0.0
700 S  WESTERN                      AV,34.0599,-118.3139,20,2031,1,1416 1402 0907 0913 1022 1311 0342 0416 0417 0429,26,F,H,102,400.0,AA,1,0.265,2020,5,5,23,5,0.0
2600    ARVIA                        ST,34.0957,-118.2302,11,1147,1,0344 0385,0,X,X,101,0.0,IC,0,45.05,2020,3,5,13,4,3.2188758248682006
BROADWAY                     BL,33.9747,-118.2783,12,1256,1,1402 0342,44,M,H,101,0.0,IC,0,55.7825,2020,3,2,18,2,0.0
1500 N  POINSETTIA                   PL,34.098,-118.3479,6,643,1,1601 0329 0314,33,F,W,502,0.0,IC,0,29.8125,2020,4,4,24,4,0.0
1400    AMBASSADOR                   ST,34.0534,-118.404,8,886,2,2038,18,F,W,501,0.0,AA,2,29.309000000000005,2020,4,4,17,4,0.0
3700    ROYAL WOODS                  DR,34.138,-118.4727,10,1099,1,0344 1822 1202 0394,61,F,W,119,0.0,IC,0,54.537,2020,9,3,18,1,5.953243334287785
4TH                          ST,34.0408,-118.2122,4,464,2,0400 0913 0416 0401 0429,28,F,H,102,400.0,IC,1,24.247500000000002,2020,10,4,9,4,0.0
8TH,34.0473,-118.2601,1,162,1,1307 1822 0329 1609 0344,59,F,H,101,0.0,IC,0,31.8,2020,3,6,29,6,0.0
900    ELDEN                        AV,34.053,-118.2877,20,2058,1,,0,,,108,0.0,IC,0,1.4575,2020,11,3,19,3,0.0
1500 N  KINGSLEY                     DR,34.0981,-118.3033,6,649,2,2000 0400 0416 0913 1814 1501 0429,29,F,W,502,400.0,AO,1,34.45,2020,10,5,24,5,0.0
3000 W  OLYMPIC                      BL,34.0526,-118.3,20,2054,2,0329 2004 1822,51,M,O,122,0.0,IC,0,27.295,2020,4,0,6,0,0.0
13500    RAVEN                        ST,34.3161,-118.4287,19,1906,2,2000 1813 0444 0408,26,F,W,501,400.0,AA,1,34.45,2020,9,4,11,4,0.0
1300    BROAD                        AV,33.7889,-118.2615,5,517,1,,0,,,101,0.0,IC,0,61.745000000000005,2020,7,3,1,2,3.2188758248682006
4900 S  NORMANDIE                    AV,33.9987,-118.3002,12,1205,1,0344 1402 1258 0913 0361 1607,17,F,H,502,207.0,AA,0,29.945,2020,5,2,13,2,0.0
23RD                         ST,34.0258,-118.2639,13,1321,2,0421 2004,30,M,H,101,511.0,AA,2,22.3925,2020,6,3,10,2,3.2188758248682006
3RD,34.0691,-118.2941,20,2017,1,1307 1609 0344 0358 1822,42,M,H,101,0.0,IC,0,47.7,2020,4,4,9,3,3.2188758248682006
2000 S  HOLT                         AV,34.0395,-118.3818,8,889,1,,0,,,101,0.0,IC,0,35.245000000000005,2020,11,5,6,4,3.2188758248682006
6500    DEBS                         AV,34.1882,-118.6499,21,2141,2,1822 0923 0929,53,F,O,727,0.0,IC,3,35.245000000000005,2020,6,5,16,5,6.22455842927536
2500    LA SALLE                     AV,34.0337,-118.3058,3,316,2,0913 0416 0446 1309,51,F,B,501,400.0,IC,1,47.8325,2020,5,0,18,0,0.0
10500    RAINIER                      ST,34.2177,-118.3595,16,1698,1,0344 1300,62,M,H,101,0.0,IC,0,31.8,2020,5,2,6,2,0.0
BROADWAY,34.0731,-118.219,4,412,2,0329 1300 1307,44,M,H,101,304.0,IC,0,3.4450000000000003,2020,6,3,4,3,0.0
9700    FRANKIRST                    AV,34.2469,-118.4888,17,1777,2,0701 1202 0121,67,M,O,501,0.0,IC,3,37.4975,2020,2,0,13,3,5.579729825986222
300 N  GENESEE                      AV,34.0761,-118.3584,7,713,1,1300 1606 0344,34,M,W,104,0.0,IC,0,31.8,2020,7,5,12,6,4.976733742420574
CENTURY,33.9456,-118.2781,18,1822,2,1402 0416 2014 0400 1822,26,F,B,101,400.0,IC,1,51.145,2020,9,6,6,6,0.0
2200 N  INDIANA                      AV,34.069,-118.1927,4,437,1,,0,,,104,0.0,IC,0,39.75,2020,3,1,1,6,5.953243334287785
FIGUEROA,34.0501,-118.2593,1,151,2,0910 0329,0,M,O,801,0.0,IC,0,43.195,2020,9,3,24,4,8.208764045819667
4300    COLDWATER CANYON             AV,34.1482,-118.4138,15,1581,1,,0,,,108,0.0,IC,0,3.4450000000000003,2020,8,6,23,6,0.0
1200 W  84TH                         PL,33.9618,-118.2959,12,1265,2,2000 1300 1814 0416,26,M,B,502,400.0,AO,1,61.877500000000005,2020,2,1,18,1,0.0
8400 W  3RD                          ST,34.073,-118.3731,7,722,1,0601 1822 0321 0329 0344 0325,40,F,O,202,0.0,IC,0,42.4,2020,5,5,30,5,0.0
19300    LONDELIUS                    ST,34.2299,-118.5536,17,1782,1,1202 0344 0352 1609,63,F,W,104,0.0,IC,0,58.432500000000005,2020,2,5,21,4,3.2188758248682006
9800    AIRPORT                      BL,33.9472,-118.3909,14,1496,1,0913 2000 0416 1402,32,F,W,108,400.0,AA,0,18.55,2020,5,6,17,6,0.0
1400    CONSTANCE                    ST,34.0419,-118.28,2,295,1,,0,,,101,0.0,AA,0,59.095,2020,9,2,29,1,3.2188758248682006
5200    HARMONY                      AV,34.1649,-118.3664,15,1548,2,2004 0444 0429,58,F,H,108,400.0,AA,1,27.295,2020,5,4,1,4,0.0
3100 W  8TH                          ST,34.0577,-118.2971,20,2045,1,1822 2032 0344,0,X,X,503,0.0,IC,0,27.560000000000002,2020,4,5,25,5,0.0
1100 S  VERMONT                      AV,34.0499,-118.2879,20,2069,1,0533 2000 0527 0526 0516 1814 1415 0913,27,F,W,710,400.0,AO,1,59.095,2020,1,4,14,1,4.290459441148391
1800    GREENFIELD                   AV,34.0484,-118.4411,8,835,1,1202 0344 0397 1822,65,F,W,123,0.0,IC,0,58.3,2020,1,4,26,6,4.795790545596741
200 S  SPRING                       ST,34.0517,-118.2456,1,135,2,1822 0329 1609,0,X,X,252,0.0,IC,0,47.7,2020,6,0,29,4,4.290459441148391
21ST,33.7252,-118.2968,5,585,2,2000 0416 0417 1814 0913 0446,20,F,W,101,400.0,IC,1,10.6,2020,6,4,12,4,0.0
S  ADAMS                        BL,34.0326,-118.3327,3,313,1,0334 0337 0913 1202 1309,66,M,B,101,101.0,AO,2,47.7,2020,4,5,4,5,0.0
1200 W  9TH                          ST,33.7361,-118.3034,5,562,1,,0,,,101,0.0,IC,0,31.8,2020,2,0,10,0,5.1298987149230735
600 W  87TH                         ST,33.9587,-118.287,18,1801,1,1822 1300 0385,43,F,H,101,0.0,IC,0,23.85,2020,11,4,13,4,0.0
6800    FULTON                       AV,34.194,-118.4225,15,1521,2,0329 1300,43,M,H,101,0.0,IC,0,37.1,2020,12,6,20,6,0.0
1200 S  FIGUEROA                     ST,34.0423,-118.2666,1,182,1,1309 0344 1900 1414 1822,26,M,A,707,0.0,IC,0,26.5,2020,4,0,20,0,0.0
400 N  LA CIENEGA                   BL,34.0784,-118.3766,7,711,2,0329 1822,31,M,O,203,0.0,IC,0,1.0865,2020,11,0,30,0,0.0
500    SAN BENITO                   ST,34.0506,-118.2135,4,455,2,2004 0448 1822,0,M,H,102,400.0,IC,1,37.1,2020,5,3,13,2,3.2188758248682006
18TH                         ST,34.0349,-118.2436,13,1307,1,1300 0344 0329 1307 0358 1609 0216,0,X,X,102,0.0,IC,0,21.5975,2020,12,1,15,1,0.0
4600    LOS FELIZ                    BL,34.1113,-118.2908,11,1142,2,0929 1822,47,M,W,501,0.0,IC,3,17.3575,2020,12,5,14,0,7.667158255319148
3700    UNION PACIFIC                AV,34.0165,-118.1965,4,499,1,,0,,,108,0.0,IC,0,21.995,2020,10,3,8,3,0.0
